#Frame         global     SA_00002     SA_00003     SA_00004     SA_00005     SA_00006     SA_00007     SA_00008     SA_00009     SA_00010     SA_00011     SA_00012     SA_00013     SA_00014     SA_00015     SA_00016
     481    9492.6012     494.9406     322.9506     241.1224     235.6742     225.1890     229.9447     289.4529     372.3204     383.6199     403.9847     606.6015    1296.3162     393.0027    3157.7595     839.7220
     482   11820.2851     569.0837     564.1686     437.2328     513.3202     604.6273     640.5120     501.6602     559.2342     406.3771     350.1469     297.2425    1300.5020     597.6161    3348.7550    1129.8066
     483    9370.0134     350.8091     300.5626     209.9365     236.3592     307.0340     241.3357     243.1955     328.8493     280.0936     226.4671     280.6942    1888.5422     579.5707    3127.2547     769.3090
     484   10905.2327     989.2041     621.5714     498.2200     476.4896     533.6880     650.7162     414.4065     252.3025     266.5713     268.7008     296.7128    1594.8966     452.8349    2623.3088     965.6093
     485   11901.4139     531.1241     447.6452     313.5778     278.5631     261.5050     292.6187     555.9108     658.0488     430.0620     367.0956     377.8912    1930.7733     489.8628    3891.7028    1075.0327
     486    7870.2250     323.0886     211.3626     186.7733     204.4458     272.6609     316.9470     280.8569     224.4314     214.1521     198.6471     218.0743    1070.3032     386.3169    2856.7090     905.4559
     487    9994.8807     572.1160     407.3907     393.7326     539.2828     422.3633     281.1123     222.3138     237.1550     249.6269     226.2215     273.4016    1091.0057     465.8861    3560.8205    1052.4520
     488   11368.7479     564.6929     395.2703     487.9119     433.0316     367.3202     267.4170     268.0457     280.4650     283.2296     350.1650     566.2167    1461.6634     730.3259    3966.7863     946.2062
     489    9967.1225     339.9984     308.3455     311.7084     349.6464     372.7628     351.1738     298.7658     269.6264     277.9962     266.5482     386.1991    1712.6913     601.8459    3063.6763    1056.1379
     490    9007.1877     339.7560     235.1994     211.0333     205.5966     225.2294     310.7871     327.1370     402.2186     263.5791     259.1495     280.7439    1632.8532     570.7193    3169.8103     573.3752
     491    9561.0502     900.4266     497.8855     308.1159     305.9962     293.5378     387.4549     301.1771     374.4818     343.8238     320.8726     350.3995    1194.8099     548.7492    2868.2299     565.0895
     492   11207.5473     470.1580     408.8587     351.4965     294.3770     309.8385     369.6154     480.5796     642.5046     436.4350     281.4550     344.9444    1718.2200     576.1685    3600.0064     922.8898
     493    8392.3534     537.5949     441.1514     389.4906     383.0530     252.6382     185.1185     165.0703     169.6279     179.7887     246.1482     315.6561    1286.0816     436.6659    2699.6776     704.5906
     494    9283.3853     629.8632     336.8157     319.8434     256.9861     213.0044     211.1716     230.1267     241.3540     277.6406     425.5337     492.9363    1340.9286     535.2780    3166.6442     605.2588
     495   10182.6496     641.9225     508.7425     334.7853     258.5877     395.4952     739.2350     617.8063     310.3234     235.7513     250.8237     292.0478     988.8361     408.1157    3302.3978     897.7793
     496    8483.7407     384.4777     264.6764     248.8777     252.1717     204.9136     190.2065     225.3397     424.6631     468.3354     490.6518     402.2834    1339.7894     597.8931    2221.0355     768.4255
     497   10558.8144     515.7470     362.9342     379.2987     328.4024     409.7488     412.5302     408.6947     276.9352     222.0192     242.8120     262.5219    1647.8825     723.7535    3364.2801    1001.2539
     498    7860.6859     641.1885     286.3490     281.1585     293.8519     284.6876     215.9302     200.7267     199.4600     233.0600     354.6505     454.0937     996.8688     430.0426    2490.4816     498.1362
     499    9327.8240     509.8382     291.2759     359.5158     403.5680     476.0443     450.0309     375.7949     290.1990     296.1131     349.9612     348.9705    1271.7348     362.5004    2603.5583     938.7187
     500   11490.7152     479.9762     450.0106     447.6884     494.7625     408.6345     369.0150     299.1863     250.0623     257.0396     282.4853     264.8142    1769.3556     625.6960    4080.1653    1011.8236
